rating,review
5.0,직원분들 바쁘신데도 항상 웃는 얼굴로 친절하게 안내 도와주심!! 소금빵도 토마토 스프도 맛있었지만 요근래 먹은 커피중 제일 맛있어서 좀 놀랐습니다. 아인슈페너 먹었는데 다른 종류 커피도 또 먹어보고 싶을 정도였어요 최고!! (◍•ᴗ•◍)
5.0,소금빵도 다른곳과 특색있고 맛있고직원분들도바쁜데도 친절하고 다시가고싶네요.
5.0,김희철 닮은 알바생이 너무너무너무 친절함웨이팅 겁나게 많아서 밖에 오래서잇는다고 따듯한 물이라도 주시고 서비스가 좋은 카페인덧빵 퀄리티도 좋고 토마토수프 밖에 전시되어있는거 보고 시켰는데 맛도리였움 카페분위기도 좋고 따스한 감성인테리어지만 아무래도 사람이 많다보니 어수선하고 복작복작한 느낌이들긴함ㅎ 초코라떼가 꽤많이 달았지만 소금맛이 쪼까잉 나서 맛있었음 단짠 굿
5.0,넘 맛잇어요!!
5.0,"소금빵은 익히 들었던대로 맛있었는데, 저는 오히려 커피가 너무 맛있어서 깜짝 놀랐네요!! 바쁘실텐데 스팀을 너무 잘하셔서 맛있게 먹었습니다.그리고 밖에서 대기하는 줄 관리하시던 남자 직원분 너무 친절하세요!! 앞에 서계시던 애기 어머님께서 소금빵 구매하시는 동안 밖에서 유모차 애기 놀아주시는거 보구 감동,,,>< 꼭 잘되셨으면 좋겠어요!"
4.0,이것이 소금빵이다! 순정도 맛있지민 바질토마토 소금빵 먹고 눈이 커졌습니다
5.0,"직원분들 짱 친절!!!! 목소리보고 직원뽑으시나 목소리도 좋고 인사 활기차고요. 표정도 좋고!!! 친절합니다!!카페앞 사진스팟 너무 좋고요. 메뉴 토마토스프, 기본소금빵, 아메리카노 시켰는데 너무 맛있음!!!!! 매장 노래도 클스마스분위기의 캐롤재즈라서 기분좋았음!!"
5.0,다른 소금빵이랑 생김새 달라서 참신하고 맛있습니다. 직원분들도 엄청 친절하셔서 기분이 좋아요. 월요일에 갔는데도 사람이 많네요. 서울에 살았으면 가끔 생각날때 올거같아요
5.0,이사하기 전 집 근처에 있을때 오후늦게 방문하면항상 빵이 없어서 못 먹곤 했는데한 번 초코소금빵 맛 본 이후로 그 맛을 못 잊어서 몇 번 가곤 했어요!!이사하고는 처음 방문이었는데 여전히 맛있고몇 번 안갔는데도 직원분들이 친절하시고 알아봐주셔서 깜짝 놀랐습니다제 성수동 최애 소금빵은 베통이에용!!넘맛있어요
5.0,무화과소금빵이 정말 맛있어요
5.0,개맛있음 모양도 다른 소금빵이랑은 달라서 식감도 바삭+쫀득 그냥 미쳤음감히 말하자면여기랑 자연도랑성수 소금빵 TOP5 안엔 들 듯
5.0,직원분들이 너무너무 친절하시구 빵도 맛있어요 👍
5.0,너무 맛잇엇어요 담에 또갈거에요!! 소금빵 맛집!
